doc_id,doc_name,source,year,word
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,loser
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,climate
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,change
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,loser
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,economic
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,globalisation
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,obrien
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,leichenko
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,political
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,ecologist
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,develop
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,approach
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,understand
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,simultaneous
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,effect
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,climate
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,change
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,globalization
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,region
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,ecosystem
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,expose
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,doubleedged
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,sword
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,excessive
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,rain
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,drought
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,bring
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,climate
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,change
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,intersect
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,change
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,financial
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,landscape
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,globalize
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,economy
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,trade
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,liberalization
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,increase
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,foreign
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,investment
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,vulnerable
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,lack
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,capacity
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,cope
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,double
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,pressure
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,lead
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,worsen
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,standard
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,live
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,increase
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,economic
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,vulnerability
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,mitigate
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,target
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,intervention
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,evite
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,zara
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,provide
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,financial
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,incentivization
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,local
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,maintain
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,swamp
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,forest
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,store
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,mitigate
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,climate
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,change
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,prove
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,pose
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,potential
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,risk
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,exacerbate
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,resourcebased
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,conflict
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,due
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,abrupt
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,largescale
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,landuse
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,change
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,restriction
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,policy
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,socially
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,economically
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,affect
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,local
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,marginalize
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,region
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,critic
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,climate
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,finance
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,argue
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,mechanism
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,promote
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,neocolonialism
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,global
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,south
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,initiative
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,fund
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,global
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,north
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,evite
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,zara
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,argument
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,commodification
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,natural
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,resource
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,scheme
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,lead
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,unprecedented
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,land
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,ownership
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,shift
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,exacerbate
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,resourcebased
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,conflict
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,region
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,authority
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,land
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,hand
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,private
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,business
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,frontier
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,hand
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,bersaglio
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,lohmann
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,disruption
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,affect
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,traditional
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,livelihood
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,create
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,dependency
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,profitoriented
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,external
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,market
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,creditsnorthern
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,kenyas
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,historical
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,current
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,conflict
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,dynamic
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,frontier
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,district
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,nfd
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,establish
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,british
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,colonial
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,rule
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,cover
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,vast
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,inhabit
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,primarily
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,pastoralist
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,colonial
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,period
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,nfd
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,administer
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,separately
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,rest
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,country
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,policy
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,drive
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,perceive
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,remoteness
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,security
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,concern
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,relate
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,region
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,proximity
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,ethiopia
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,somalia
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,schlee
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,follow
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,fail
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,attempt
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,join
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,somalia
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,kenyas
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,independence
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,nfd
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,cope
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,legacy
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,neglect
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,marginalization
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,contest
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,identity
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,date
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,sharamo
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,characterize
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,violent
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,conflict
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,pastoral
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,acled
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,arm
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,conflict
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,location
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,event
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,datum
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,analyze
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,pastoral
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,conflict
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,illustrate
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,fluctuation
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,lethal
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,eventsat
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,person
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,kill
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,numb
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,conflict
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,event
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,involve
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,pastoral
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,actor
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,result
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,fatality
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,conflict
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,incident
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,intensify
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,lethal
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,conflict
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,substantial
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,increase
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,partly
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,tie
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,prolong
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,drought
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,affect
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,suggest
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,correlation
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,environmentalinduced
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,challenge
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,enhance
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,mobility
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,pastoralist
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,intensify
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,conflict
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,scarce
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,resource
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,conflict
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,postelection
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,violence
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,affect
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,country
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,traditional
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,ethnic
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,rivalry
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,restock
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,livestock
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,drought
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,disease
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,cultural
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,practice
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,revenge
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,supremacy
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,battle
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,bride
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,price
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,payment
doc_01,Carbon Profits or Pastoralist Precarity,Independent,2025,continue
